full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target
Kadang kita harus mengingat lagi sejarah bahwa menghidupkan kembali kultur gerakan yang mati lebih dari 40 tahun tuh susah. Waktu Malari 73 gerakan banyak disulut militer. Waktu 96-98 gerakan akhirnya terbonsai pasca-reformasi banyak elit2 gerakan masuk gelanggang politik,1.80579928062998E+018,2024-06-26 03:04:33+00:00,mdrfhyt,231650754,in,,0,2,34,111,https://x.com/mdrfhyt/status/1805799280629985638,,0,mdrfhyt,
Perempuan Demokrat Republik Indonesia (PDRI) menggelar seminar di Ruang Abdul Muis Gedung DPR RI Senayan Jakarta (25/6). Dalam acara seminar tersebut PDRI mendorong perempuan Indonesia untuk aktif terlibat dalam kegiatan sosial politik. #ahy #demokrat #pdri https://t.co/Y6yKEY7ggq,1.80580333812838E+018,2024-06-26 03:20:40+00:00,Demokrat_TV,284830933,in,,0,0,4,8,https://x.com/Demokrat_TV/status/1805803338128380323,,0,Demokrat_TV,
Peta Politik Jakarta 2024 Syarat mengusung paslon 20% atau 22 kursi https://t.co/zFEU3NFWZ9,1.80580845186157E+018,2024-06-26 03:40:59+00:00,Piyusaja2,1.61027343145462E+018,in,,1,10,7,33,https://x.com/Piyusaja2/status/1805808451861577778,,0,Piyusaja2,
Saksikan One On One di @sindotv saya bicara banyak hal terkait dengan Pak @prabowo @kemhanri Politik dan banyak lagi https://t.co/YceKurpPAL,1.80581950495124E+018,2024-06-26 04:24:55+00:00,Dahnilanzar,194987317,in,,1,14,5,22,https://x.com/Dahnilanzar/status/1805819504951242828,"sindotv,prabowo,kemhanri",3,Dahnilanzar,sindotv
nuntut orang ada tokoh andalan misal berseberangan kalo gaada disuruh dukung tokoh dia (kalo gamau kena tuding penyepong rezim) atas nama perlawanan. Dr tahun ke tahun cm ngesot dr pengidolaan satu tokoh politik ke tokoh politik lainnya kok merasa udah memperjuangkan sesuatu.,1.80582346689947E+018,2024-06-26 04:40:39+00:00,asriprabasari,127105792,in,Indonesia,1,2,22,36,https://x.com/asriprabasari/status/1805823466899476739,,0,asriprabasari,
Memang akhirnya jadi mudah percaya dengan teori Konspirasi begini. Bahwa memang jaringan yg dibangun itu bagian utuh dari perangkat politik yg ada. Jaringan sabu infrastruktur judi dan perlindungan politiknya barengan dalam Pemilu kemarin. Sekarang ini kita bayar ,1.80583257863895E+018,2024-06-26 05:16:52+00:00,_haye_,753553855,in,,0,0,1,2,https://x.com/_haye_/status/1805832578638954870,,0,_haye_,
Satgas Judi Online membeber sejumlah provinsi dengan jumlah transaksi judi online terbesar di Indonesia. Ketua Satgas Judi Online yang juga Menteri Koordinator Bidang Politik Hukum dan Keamanan (Menkopolhukam) Hadi Tjahjanto mengatakan Jawa Barat menjadi provinsi dengan https://t.co/Pd4pnT0kjK,1.80583717373816E+018,2024-06-26 05:35:07+00:00,asumsico,8.29366551446818E+017,in,Jakarta Capital Region,5,9,21,48,https://x.com/asumsico/status/1805837173738160542,,0,asumsico,
PDIP yakin keputusan PKS mengusung Anies Baswedan dan Sohibul Iman sebagai bakal pasangan calon gubernur dan calon wakil gubernur di Pilkada DKI Jakarta 2024 masih bisa dinegosiasikan. Ketua DPP PDIP Eriko Sotarduga mengatakan tidak ada partai politik yang bisa mengusung calon https://t.co/zxA9VjKtP2,1.80583843075838E+018,2024-06-26 05:40:07+00:00,tvOneNews,55507370,in,"Pulo Gadung, Indonesia",0,1,2,11,https://x.com/tvOneNews/status/1805838430758387897,,0,tvOneNews,
Menteri Koordinator Bidang Politik Hukum dan Keamanan Hadi Tjahjanto mengungkapkan sebanyak 164 pemain judi online merupakan wartawan. Judi online itu sudah merambah ke seluruh profesi. Saya ambil contoh saja di depan saya ini profesi wartawan itu ada 164 orang ya kata Hadi https://t.co/NqT4S2OCnx,1.80584071239265E+018,2024-06-26 05:49:11+00:00,catchmeupco,1.16254529961466E+018,in,,0,3,4,7,https://x.com/catchmeupco/status/1805840712392655048,,0,catchmeupco,
Mohon menteri agama @DSDrNaim dan mufti² @realDrMAZA beri teguran kepada PAS. Dalil mana dia pakai ni kalau kutuk PH takpe? Mohon tolaklah cara politik begini. Buat rosak imej Agama Islam je. https://t.co/Dd9RFbC4jT,1.80584117192479E+018,2024-06-26 05:51:00+00:00,adamyusuf88,46863193,in,"ÜT: 3.118416,102.728032",14,61,256,571,https://x.com/adamyusuf88/status/1805841171924795648,"DSDrNaim,realDrMAZA",2,adamyusuf88,DSDrNaim
Anies Baswedan (@aniesbaswedan) merespons dirinya bersama Sohibul diusung oleh PKS untuk maju di Pilkada Jakarta 2024. Anies mengapresiasi sikap PKS tersebut. Ia yakin partai politik lain akan bergabung untuk mendukungnya. ️ Menyampaikan rasa terima kasih dan apresiasi atas https://t.co/cOiogM2Uiv,1.80584279636615E+018,2024-06-26 05:57:28+00:00,inilahdotcom,46693036,in,,0,0,0,2,https://x.com/inilahdotcom/status/1805842796366151720,aniesbaswedan,1,inilahdotcom,aniesbaswedan
FEAR MONGERING. Menebar ketakutan. Teknik soft selling dalam politik yg ampuh 10 tahun ini membawa orang2 gak kompeten menjadi perusak kehidupan bernegara. Anies dan PKS dah pernah menguasai Jakarta. Rakyat lemah dikuatkan. Harmoni diwujudkan.,1.8058486299846E+018,2024-06-26 06:20:39+00:00,GL_Filosufi,1.58878579377847E+018,in,,0,0,9,18,https://x.com/GL_Filosufi/status/1805848629984608757,,0,GL_Filosufi,
Ga punya prestasi ga punya pengalaman yg bisa dibanggakan akhirnya politik identitas. Ceboker pasti bangga ini pny calon dibanggakan dan dianggap layak Krn kegiatan agamanya. Wibi Nasdem: Kaesang Cocok Pimpin Jakarta Karena Rajin Salat Jumat. https://t.co/mx8pRufI3R,1.80584907105761E+018,2024-06-26 06:22:24+00:00,ch_chotimah2,154435354,in,"Kalimantan Timur, Indonesia",100,659,496,2527,https://x.com/ch_chotimah2/status/1805849071057616928,,0,ch_chotimah2,
Gelar Seminar Perempuan Demokrat PDRI Dorong Kaum Perempuan Aktif dalam Sosial Politik Perempuan Demokrat Republik Indonesia (PDRI) menggelar seminar di Ruang Abdul Muis Gedung DPR RI Senayan Jakarta (25/6/2024). Dalam acara seminar tersebut PDRI mendorong perempuan https://t.co/D3GVn83rhk,1.8058506149179E+018,2024-06-26 06:28:32+00:00,PDemokrat,248199104,in,Jakarta Capital Region,0,0,6,9,https://x.com/PDemokrat/status/1805850614917906608,,0,PDemokrat,
Duit lari keluar negara nyalahin taylor swift. Data jebol lari keluar negara nyalahin lawan politik https://t.co/Y70Zj2WUYO,1.8058833262277E+018,2024-06-26 08:38:31+00:00,barubikinlol,1.70954870279135E+018,in,pyongyang,1,7,138,516,https://x.com/barubikinlol/status/1805883326227701995,,0,barubikinlol,
Politik Identitas berarti sblm pilkada ga rajin sholat jum'at.Parah lu dem Dasar NDESO https://t.co/qcDK0qUCBx,1.80588537908792E+018,2024-06-26 08:46:40+00:00,ABjodohComeback,1.71720199256793E+018,in,,1,3,3,16,https://x.com/ABjodohComeback/status/1805885379087921563,,0,ABjodohComeback,
Ngaku pengamat politik isinya cuma rejam-rejim doang.,1.80589345313141E+018,2024-06-26 09:18:45+00:00,ArifPetaniKopi,1.60369795321377E+018,in,,0,3,4,13,https://x.com/ArifPetaniKopi/status/1805893453131419734,,0,ArifPetaniKopi,
Doanya dikabulkan! Isi doanya agar nyungsep Makanya urus partai yang bener jangan nyinyirin PKS melulu. Lagian sama² partai politik yang satu kali waktu bisa koalisi.,1.80589555332856E+018,2024-06-26 09:27:06+00:00,UusRsd,212462850,in,"Ciamis, Indonesia",1,8,9,50,https://x.com/UusRsd/status/1805895553328562367,,0,UusRsd,
Yang ditunggu-tunggu akhirnya tiba! Segelas kali ini kedatangan Arie Putra @arieputrabn Total Politik yang sempat viral karena pendapatnya soal dinasti politik dan Asian Value. Disini Arie Putra mengklarifikasi sampai minta maaf atas pernyataannya tersebut. Tapi Arie juga https://t.co/OUfFLkT6Qk,1.80590345497786E+018,2024-06-26 09:58:30+00:00,asumsico,8.29366551446818E+017,in,Jakarta Capital Region,1,3,2,6,https://x.com/asumsico/status/1805903454977868200,arieputrabn,1,asumsico,arieputrabn
FASIS RELIGIUS LEBIH BURUK DARIPADA FASIS NASIONALIS Alasannya: Fasis Nasionalis: Ingin menguasai Politik dan Ekonomi. Fasis Religius: Ingin menguasai Politik ekonomi sosial budaya dan semua aspek kehidupan. Kemudian dipaksa mengikuti syariah kadaluarsa Arab abad 9. https://t.co/qdsTE5Hv3T,1.80593028738306E+018,2024-06-26 11:45:07+00:00,ilhampurnama887,1.54172014532796E+018,in,Tangerang,4,25,39,99,https://x.com/ilhampurnama887/status/1805930287383065007,,0,ilhampurnama887,
Bilakah masanya agama kita dihina? Bila agama jadi alat meraih kuasa politik itulah masanya agama dihina. Bila orang agama melontarkan fitnah itulah saatnya agama dihina. Bila permusuhan dicanang atas nama agama itulah ketikanya agama dihina. https://t.co/ex7EkMEbMg,1.80593216765213E+018,2024-06-26 11:52:36+00:00,lady_bugg11,1.23509975923023E+018,in,,2,20,116,362,https://x.com/lady_bugg11/status/1805932167652130981,,0,lady_bugg11,
Mana2 kerjasama politik kalau dengan PAS atau BERSATU ni semua hancur elok lah tu sama2 khianat. Kita tengok siapa yang hancur berkecai nanti.,1.80594688874482E+018,2024-06-26 12:51:05+00:00,aiamDeen,1.19172861148676E+018,in,Kuala Lumpur,0,1,5,11,https://x.com/aiamDeen/status/1805946888744828990,,0,aiamDeen,
Yang saya bicarakan dengan anak muda ini bukan soal politik tetapi soal bagaimana mereka mewujudkan harapan memberikan motivasi kepada adik-adik ini untuk mewujudkan harapan. ~ Bambang Pacul ~ https://t.co/y0K1piI0B2,1.80596197899079E+018,2024-06-26 13:51:03+00:00,Jateng_Twit,785145642,in,Indonesia,1,1,5,5,https://x.com/Jateng_Twit/status/1805961978990797252,,0,Jateng_Twit,
So basically dia ini orang dusun. Btw pernah ada yg bilang dia &amp; sekeluarga mantan brainwash ISIS. Jadi orang dusun mantan brainwash ISIS fearmongering org Jakarta soal politik dan agama. Hahahaha,1.8059766662393E+018,2024-06-26 14:49:25+00:00,discernia,62219111,in,"Jakarta Capital Region, Indone",93,57,509,3942,https://x.com/discernia/status/1805976666239308009,,0,discernia,
Anies Baswedan apresiasi dukungan PKS di Pilgub Jakarta. Anies yakin ada partai politik lain yang gabung. #detikcom #AniesBaswedan https://t.co/eq7ue0l0QY,1.80598688067009E+018,2024-06-26 15:30:00+00:00,detikcom,69183155,in,,1,5,3,21,https://x.com/detikcom/status/1805986880670097749,,0,detikcom,
@onthesbrew Malu-maluin orang Malang. Malang Raya tuh seperti kena azab selalu dapat pemimpin korup &amp; dinasti politik. Harusnya kita warga Malang appreciate kalau ada pemimpin bagus dari daerah lain.,1.80611565846542E+018,2024-06-27 00:01:43+00:00,zachfrila,1.33593067587504E+018,in,"Sydney, New South Wales",0,0,0,2,https://x.com/zachfrila/status/1806115658465427648,onthesbrew,1,zachfrila,onthesbrew
@SyedSaddiq Baru setahun jagung join politik dah salahguna duit parti ada hati nak cakap pasal dana. Audit banjir pun kelaut. Kerajaan tak percayakan ahli Parlimen macam kau kalau nak minta biar dana direct dari kerajaan je untuk orang macam kau ni.,1.80611595838758E+018,2024-06-27 00:02:55+00:00,ijatyu,849633848,in,Full Time Financial Consultant,0,0,0,4,https://x.com/ijatyu/status/1806115958387581231,SyedSaddiq,1,ijatyu,SyedSaddiq
@enricoalezandro @fakenandi_an Kurang tepat. Bentuk membenci PKS bukan berarti islamphobia. PKS memang layak dibenci karena nilai mereka yg mendarah daging dalam politik identitas. Dengan ideologi politik identitas mereka itu ga cocok ada di masyarakat yg,1.80612076099565E+018,2024-06-27 00:22:00+00:00,jamesriyadee,1.35644215426924E+018,in,,1,5,0,2,https://x.com/jamesriyadee/status/1806120760995659939,"enricoalezandro,fakenandi_an",2,jamesriyadee,enricoalezandro
Pintar juga ini si pinter politik https://t.co/Vk8LxVZ3Cb,1.80612189354165E+018,2024-06-27 00:26:30+00:00,ajengcute16__,1.25862685354105E+018,in,Dihati mu 💙,0,4,2,6,https://x.com/ajengcute16__/status/1806121893541654948,,0,ajengcute16__,
@tunjungutomo @discernia kayaknya dari semenjak 2017 banyak bet arekan yg suka ikut campur politik dki dah,1.80612202427815E+018,2024-06-27 00:27:01+00:00,18169_759375,1.75877669283398E+018,in,,0,0,0,3,https://x.com/18169_759375/status/1806122024278151515,"tunjungutomo,discernia",2,18169_759375,tunjungutomo
Alahai bodoh juga dia ni.. Semua benda nak kait politik.. Aku rasa ko walanon je yang over.,1.80612409650753E+018,2024-06-27 00:35:15+00:00,MrArchiDaily,1.71375737007214E+018,in,,1,0,1,2,https://x.com/MrArchiDaily/status/1806124096507539876,,0,MrArchiDaily,
Pilihan politik berubah kan wajar. Lah politikusnya aja mencla mencle dengan prinsip tidak ada kawan lawan abadi,1.80612445062429E+018,2024-06-27 00:36:39+00:00,fxmario,56070794,in,"Tokyo-to, Japan",4,1,25,44,https://x.com/fxmario/status/1806124450624295274,,0,fxmario,
@nalar_logis @ch_chotimah2 Kesalahan fatal orang Indonesia politik itu identik dgn pro kontra setidaknya kita sudah tau rekam jejak pak Anies bagaimana memajukan jakarta periode kemaren harusnya kita berjuang untuk hal yg sama. Jgn malah menjauhkan. Perju,1.80612670769247E+018,2024-06-27 00:45:37+00:00,ArwNuraenih,1.31365623750705E+018,in,,0,0,0,17,https://x.com/ArwNuraenih/status/1806126707692470314,"nalar_logis,ch_chotimah2",2,ArwNuraenih,nalar_logis
@BudiBukanIntel Saya sih anggapan aja decoy.. Yang penting pks udah berani duluan. Sisanya realitas politik. Udah benar jalan mereka,1.80612722240492E+018,2024-06-27 00:47:40+00:00,aniblogsan52394,1.6648762284013E+018,in,,0,0,0,7,https://x.com/aniblogsan52394/status/1806127222404927869,BudiBukanIntel,1,aniblogsan52394,BudiBukanIntel
@meinmokhtar 1. maybe da ramai tak nak masuk syurga (sbb undi parti tertentu masuk syurga) 2. orang politik sane mmg tak saba ron95 naik 3. mmg kene ade org spt mat sabu jugak baru meriah pembangkang 4. sejak tahun 70an mcm tu je lah level parti politik m,1.8061309009018E+018,2024-06-27 01:02:17+00:00,opel_gemini,8.13774308073844E+017,in,,0,0,0,4,https://x.com/opel_gemini/status/1806130900901802310,meinmokhtar,1,opel_gemini,meinmokhtar
Saya post statistik @StatsMalaysia lepas tu ada komen camni. Orang Parlimen Bangi kasi respond sikit pls kat mamat ni. Semua benda nak politik. https://t.co/JMp73FkQyT,1.80613229381334E+018,2024-06-27 01:07:49+00:00,syahredzan,9.33339131362471E+017,in,Jalan Reko,4,35,41,163,https://x.com/syahredzan/status/1806132293813346341,StatsMalaysia,1,syahredzan,StatsMalaysia
#TemanPemilih Ketua KPU Hasyim Asy'ari hadir sebagai pembicara dalam Rapat Koordinasi Penyelenggaraan Pilkada Serentak Tahun 2024 Gelombang II untuk Wilayah Kalimantan Sulawesi dan Maluku yang digelar Kementerian Koordinator Politik Hukum dan Keamanan di Makassar -- https://t.co/SNK3UMvJ5T,1.8061336665125E+018,2024-06-27 01:13:17+00:00,KPU_ID,2413697946,in,Republik Indonesia,0,4,5,17,https://x.com/KPU_ID/status/1806133666512507094,,0,KPU_ID,
@SyedAkramin Benda ni xmustahil berlaku sbb election is about number 1 undi sorang yg bijak pandai &amp; aware ttg politik negara boleh dikalahkan oleh undi² 10 budak sunat laser yg telah dipesongkan kefahaman mereka dgn sentimen agama &amp; bangsa yg sem,1.80613428841877E+018,2024-06-27 01:15:45+00:00,instagen80,1.60280840135589E+018,in,,0,0,3,9,https://x.com/instagen80/status/1806134288418775104,SyedAkramin,1,instagen80,SyedAkramin
@m_r_ardyan @ribonk Bung ardyan Pandangan tentang politik boleh sangat berubah lo Mau tau tulisan public figure yg membela pak prab d 2014 tp ikut orasi kamisan di 2024 gak? Saya pun tak tahu itu orang ikut aksi memang membela korban atau preferensi polit,1.80613431327841E+018,2024-06-27 01:15:51+00:00,sssttttberisik,1.30920363124201E+018,in,"Yogyakarta, Indonesia",0,0,0,8,https://x.com/sssttttberisik/status/1806134313278411234,"m_r_ardyan,ribonk",2,sssttttberisik,m_r_ardyan
@RevaldiRevv @txtdrjkt Mending dinasti politik drpd politik identitas buzzer emang typingnya template bgt.,1.80613441330835E+018,2024-06-27 01:16:15+00:00,y_moane,1.45351363439128E+018,in,,0,1,0,2,https://x.com/y_moane/status/1806134413308358674,"RevaldiRevv,txtdrjkt",2,y_moane,RevaldiRevv
 Menurut saya dipasangnya Sohibul itu untuk memberikan garansi politik ke Anies konstituen PKS akan memberikan dukungan solid buat pasangan Anies-Sohibul. Jadi yang dijual keluar adalah nama besar Anies kata Pengamat politik dari UIN Syarif Hidayatullah Zaki Mubarak. |,1.8061368943734E+018,2024-06-27 01:26:06+00:00,kompascom,23343960,in,Jakarta,0,0,2,0,https://x.com/kompascom/status/1806136894373405183,,0,kompascom,
Publik kembali dibuat bertanya-tanya dengan pengangkatan sederet orang-orang terdekat Jokowi-Prabowo yang mendapat jabatan strategis di BUMN. Pengamat politik Universitas Al Azhar Indonesia Ujang Komarudin mengkritisi soal penunjukkan sejumlah petinggi Tim Kampanye Nasional https://t.co/r80wpmyM1F,1.80613854044055E+018,2024-06-27 01:32:39+00:00,triwul82,2695463725,in,lokalisasi kelas teri,16,31,70,138,https://x.com/triwul82/status/1806138540440551689,,0,triwul82,
@bumilangit PMX dah jawab dgn clear. Cuma biasalah puak2 tak puas hati nak main kan issue politik. Semua orang tahu masa mereka jadi kerajaan mereka tak dapat buat apa yang Kerajaan Perpaduan buat skrg.,1.80613973972214E+018,2024-06-27 01:37:25+00:00,BakarBajuBuruk,1.47346066193805E+018,in,"Chandler, AZ",0,0,0,3,https://x.com/BakarBajuBuruk/status/1806139739722145952,bumilangit,1,BakarBajuBuruk,bumilangit
@reltanahkusir Kalau standar hidup Jakarta udah tinggi tapi sulit terbeli .. Bodetabek basically Urbanized Sundanese Land sama kayak Bandung Raya jadi ini masalah antropologis sosial &amp; antropologis politik. Saya lagi incar kawasan Sijori (Singapura-Jo,1.80613991750608E+018,2024-06-27 01:38:07+00:00,RadenTheoOFC,1.72572749757961E+018,in,Isla-Milagrosa,1,0,0,2,https://x.com/RadenTheoOFC/status/1806139917506085173,reltanahkusir,1,RadenTheoOFC,reltanahkusir
@fuad_adi1 @dramatiktokid Sulit sih d negara ini jk sdh masuk ranah politik. Tp sy melihat angie ini sbg pribadi yg tdk kesitu kalo bukan krn sistem.. dan dia sdh nnjalani hukumannya dgn penuh tangungjwb dn keikhlasan.. toh skrg dia sdh g masuk dunia poli,1.80614004367083E+018,2024-06-27 01:38:37+00:00,tomihilmy,1.27568468800743E+018,in,,0,0,0,7,https://x.com/tomihilmy/status/1806140043670835386,"fuad_adi1,dramatiktokid",2,tomihilmy,fuad_adi1
@yudiharahap46 Bang pesimis/hopeless dg penegak hukum sekarang: KPK polisi jaksa bahkan sampai MA MK sudah terkooptasi. Rezim siapapun bisa mengubah arah dan sasaran masing2. Yg urgen reformasi politik sumber segala masalah.,1.80614102106523E+018,2024-06-27 01:42:30+00:00,ardjoe0704,277520663,in,,0,0,1,2,https://x.com/ardjoe0704/status/1806141021065236705,yudiharahap46,1,ardjoe0704,yudiharahap46
@PlasticLove707 @dramatiktokid Sulit sih d negara ini jk sdh masuk ranah politik. Tp sy melihat angie ini sbg pribadi yg tdk kesitu kalo bukan krn sistem.. dan dia sdh nnjalani hukumannya dgn penuh tangungjwb dn keikhlasan.. toh skrg dia sdh g masuk dunia,1.80614113180748E+018,2024-06-27 01:42:56+00:00,tomihilmy,1.27568468800743E+018,in,,0,0,0,5,https://x.com/tomihilmy/status/1806141131807486048,"PlasticLove707,dramatiktokid",2,tomihilmy,PlasticLove707
[saya sebagai kelas menengah ibukota] hahahaha udah ketebak arah polarisasi politik indon sejak 2014 gini-gini aja gak pada belajar apa ya hahaha [lalu saya lanjut menatap tenggat akhir bulan di depan macbook sebagai sekrup kapitalisma tanpa mengembangkan kesadaran politik],1.80614228516975E+018,2024-06-27 01:47:31+00:00,politbir0,1.12220177344632E+018,in,absorbed into the void,1,0,0,7,https://x.com/politbir0/status/1806142285169750099,,0,politbir0,
@Tita83079013 @DivHumas_Polri Yg namanya penegak hukum harusnya punya attitude netral tdk mewakili afiliasi politik/manapun. Netralnya hukum harus diatas segala-galanya,1.80614348550409E+018,2024-06-27 01:52:18+00:00,deMan45567577,1.53834972494356E+018,in,,0,2,0,9,https://x.com/deMan45567577/status/1806143485504098426,"Tita83079013,DivHumas_Polri",2,deMan45567577,Tita83079013
@kharisma4ndini Cara penguasa balas budi politik tanpa memikirkan nasib BUMN yg udah lumpuh,1.80614482952268E+018,2024-06-27 01:57:38+00:00,ariestarico2,497702911,in,🇲🇨peace,0,1,3,3,https://x.com/ariestarico2/status/1806144829522681886,kharisma4ndini,1,ariestarico2,kharisma4ndini
@PngAdilnR4kyt Jokowi memang aneh.. janji politiknya adalah produksi mobil esemka.. tapi tdk dikerjakan.. IKN bukan janji politik ..tapi malah dilaksanakan..,1.80614590055494E+018,2024-06-27 02:01:53+00:00,abinandar2003,103738928,in,,0,1,0,2,https://x.com/abinandar2003/status/1806145900554948954,PngAdilnR4kyt,1,abinandar2003,PngAdilnR4kyt
@karinyoo Come on man politik itu ga milih orangnya tp janji ideals dan pengalamannya. Gue juga dulu milih Jokowi karena waktu itu align tapi sekarang melenceng jauh ya gue kritik habis-habisan . Politik itu dinamis ges dinamis,1.80614846165562E+018,2024-06-27 02:12:04+00:00,drbatu_sw,1394048930,in,Anywhere,0,0,0,7,https://x.com/drbatu_sw/status/1806148461655621967,karinyoo,1,drbatu_sw,karinyoo
@apanakdikato Budak2 walajib baru nak kenal dunia politik mula tahun 2009 jea itu lah masalahnya,1.80614917589116E+018,2024-06-27 02:14:54+00:00,alsaffah_andika,1405121874,in,,0,0,0,3,https://x.com/alsaffah_andika/status/1806149175891169365,apanakdikato,1,alsaffah_andika,apanakdikato
@kharisma4ndini Bila BUMN jadi alat penguasa untuk balas jasa politik kapan bisa BUMN maju? kapan bisa berkontribusi pada negara???,1.80615121338754E+018,2024-06-27 02:23:00+00:00,denni_sauya,1.24935239295436E+018,in,Selakartika,0,1,2,3,https://x.com/denni_sauya/status/1806151213387547063,kharisma4ndini,1,denni_sauya,kharisma4ndini
yg engga boleh pake politisasi agama atau politik identitas cuma Anies dan PKS aja kalo dinasti jokowi ya boleh2 aja suka2 mereka ajalah..,1.80615140659392E+018,2024-06-27 02:23:46+00:00,coldthem,3020429064,in,"Lorne, Victoria",0,1,0,6,https://x.com/coldthem/status/1806151406593921041,,0,coldthem,
@triwul82 MIRIS melihat perusahaan² plat merah dijadikan sebagai balas jasa politik ,1.80615157919791E+018,2024-06-27 02:24:27+00:00,denni_sauya,1.24935239295436E+018,in,Selakartika,0,0,3,6,https://x.com/denni_sauya/status/1806151579197915401,triwul82,1,denni_sauya,triwul82
Direktur Parameter Politik Indonesia (PPI) Adi Prayitno menilai PKB lebih memilih berkoalisi dengan PDIP jika duet dari PKS itu tak bisa dinegosiasi. https://t.co/UEos4ruaLV,1.80615297380798E+018,2024-06-27 02:30:00+00:00,detikcom,69183155,in,,0,1,0,1,https://x.com/detikcom/status/1806152973807980703,,0,detikcom,
@triwul82 Politik balas budi bikin BUMN makin amburadul,1.80615370892292E+018,2024-06-27 02:32:55+00:00,Suhu____,1.43133385813429E+018,in,,0,0,5,5,https://x.com/Suhu____/status/1806153708922925217,triwul82,1,Suhu____,triwul82
Gue Januari Juli sempet lelah banget menulis TKA politik. Baca paper politik aja bikin hati gue panas. Sesakit itu. The thing I thought I loved (boong) didn't love me back (hah?) It was my lowest. Terus ad yang ngingetin Beb politiknya mana? Lalu aku lompat dari lt. 2 [...],1.80615435045854E+018,2024-06-27 02:35:28+00:00,ebifuranism,1.71772837878531E+018,in,,0,2,1,10,https://x.com/ebifuranism/status/1806154350458540085,,0,ebifuranism,
@ruliemaulana Sama efeknya bang. Gue trauma banget sama politik identitas apalagi nilai ini bener2 ditulis terang2an oleh si Sohibul di koran Republika tempo hari tahun 2016. Politik identitas malah mengkhianati semangat Pancasila yg diusung.,1.80615451215311E+018,2024-06-27 02:36:07+00:00,jamesriyadee,1.35644215426924E+018,in,,0,2,0,5,https://x.com/jamesriyadee/status/1806154512153112645,ruliemaulana,1,jamesriyadee,ruliemaulana
Keamanan Ancaman terhadap keselamatan diri atau keluarga baik dari lingkungan sekitar atau situasi global juga membuat kita cemas. Kekhawatiran tentang bencana alam kriminalitas atau situasi politik bisa memengaruhi perasaan aman kita. Penampilan Fisik Ketidakpuasan terhadap,1.8061565278643E+018,2024-06-27 02:44:07+00:00,ino_wilmac,57914598,in,Jakarta Capital Region,0,0,0,24,https://x.com/ino_wilmac/status/1806156527864308129,,0,ino_wilmac,
Framing fasis dll hanya karena politik parpol ga sejalan sama kamu kayaknya kejauhan deh considering the elephant in the room adalah pejabat² pemerintah yang jelas² udah sangat inkompeten dan tidak bisa bertanggungjawab,1.80615665513622E+018,2024-06-27 02:44:38+00:00,Godnjar,1.76816046696954E+018,in,"Denpasar Selatan, Indonesia",0,0,3,5,https://x.com/Godnjar/status/1806156655136227448,,0,Godnjar,
@indina85941205 @menghanyurkan Memang. Makanya kan ini sedang dalam tahap mengkritik manuver politik kok malah dibawa2 ke yang lain. Udah saatnya banyak yang sadar kalo mendewakan tokoh itu banyakan problem nantinya daripada kalo kritis dari sekarang,1.80616018285212E+018,2024-06-27 02:58:39+00:00,lanicolecky,84810858,in,"Melbourne, Victoria",0,0,0,7,https://x.com/lanicolecky/status/1806160182852120915,"indina85941205,menghanyurkan",2,lanicolecky,indina85941205
@SoftWarNews rakyat disana melek politik g mau terpengaruh arus buzzer g seperti disini,1.80616210098284E+018,2024-06-27 03:06:16+00:00,yesiamherewithu,1.16672104143285E+018,in,Velvet Room,0,1,0,4,https://x.com/yesiamherewithu/status/1806162100982845759,SoftWarNews,1,yesiamherewithu,SoftWarNews
Orang islam tp islamophobic banyak tuhh wkwkwk Itu alasan orang2 sini pas pilpres kmaren padahal gatau apa2 kemakan agenda politik sebelah sana Diajak pinter gamau maunya tertipu trs herannya ga sadar2 ,1.80616343584099E+018,2024-06-27 03:11:34+00:00,scopamin,1.42947702086234E+018,in,,0,0,1,5,https://x.com/scopamin/status/1806163435840995805,,0,scopamin,
@OposisiCerdas Niat ingsun sholat Jumat politik demi politik agar menang pilkada Allahu akbar,1.80616361217376E+018,2024-06-27 03:12:16+00:00,36Dpib12339,1.78012623344519E+018,in,,0,0,0,2,https://x.com/36Dpib12339/status/1806163612173766951,OposisiCerdas,1,36Dpib12339,OposisiCerdas
@kompascom Untuk birokrasi dan politik kita ini apa perlu mengikuti strategi STY di timnas? Potong satu generasi.,1.80616707752029E+018,2024-06-27 03:26:02+00:00,anamazingbali,1.22326789336804E+018,in,"Bali, Indonesia",11,50,77,696,https://x.com/anamazingbali/status/1806167077520294206,kompascom,1,anamazingbali,kompascom
@SinarOnline 1. Peruntukan &amp; pembangunan kawasan Parlimen Muar diurus cara langsung oleh kerajaan pusat &amp; negeri. 2. Sila berlari sejauh 200km. Kalau tak cukup teruskan berlari hingga ke Bangkok. 3. Tolak politik emosi. Raikan politik matang. http,1.80616719905862E+018,2024-06-27 03:26:31+00:00,AbdulAz67039163,1.4274547409091E+018,in,,0,0,0,2,https://x.com/AbdulAz67039163/status/1806167199058629011,SinarOnline,1,AbdulAz67039163,SinarOnline
